amount,category,type,hour,location_distance,previous_transactions,is_fraud
77986.26,Travel,INCOME,20,429.41,13,1
38362.48,Food,EXPENSE,23,373.1,0,1
75696.93,Entertainment,EXPENSE,0,676.75,20,1
22665.26,Shopping,INCOME,4,102.71,16,1
16743.67,Other,EXPENSE,9,948.46,14,1
59657.17,Shopping,INCOME,21,995.47,10,1
49043.36,Other,EXPENSE,5,948.08,12,1
22470.92,Travel,EXPENSE,23,21.91,16,0
36690.82,Salary,EXPENSE,12,876.54,8,1
62332.32,Entertainment,EXPENSE,21,108.11,0,1
11623.19,Bills,INCOME,3,547.28,15,1
20589.22,Salary,EXPENSE,9,420.87,3,0
27034.22,Entertainment,EXPENSE,13,830.65,3,1
61788.91,Shopping,EXPENSE,3,497.74,19,1
26336.24,Entertainment,EXPENSE,11,703.44,9,1
54836.47,Travel,INCOME,10,234.51,0,1
90692.66,Other,INCOME,4,949.45,16,1
72371.45,Shopping,EXPENSE,14,988.67,9,1
5055.52,Other,EXPENSE,1,852.25,11,1
31305.08,Salary,EXPENSE,3,851.25,1,1
13882.52,Salary,EXPENSE,10,357.53,14,0
26867.52,Salary,EXPENSE,11,814.96,5,1
40055.01,Bills,INCOME,12,689.9,15,0
64902.21,Other,EXPENSE,3,132.51,1,1
84442.77,Food,INCOME,18,482.67,18,1
18166.99,Bills,INCOME,19,28.82,4,0
48837.87,Bills,INCOME,1,63.34,20,1
70471.59,Salary,EXPENSE,21,873.14,16,1
70072.99,Food,INCOME,21,726.65,15,1
67645.74,Bills,EXPENSE,17,892.06,19,1
64357.7,Travel,INCOME,15,869.42,2,1
32097.35,Shopping,INCOME,1,506.93,17,1
40357.54,Travel,EXPENSE,14,444.19,18,0
85666.09,Bills,INCOME,3,980.67,20,1
40373.79,Food,EXPENSE,2,791.78,19,1
89016.58,Entertainment,EXPENSE,20,671.47,10,1
5474.81,Travel,INCOME,10,560.15,19,0
71679.97,Shopping,INCOME,3,97.44,7,1
35546.14,Salary,INCOME,17,521.99,3,0
16457.33,Travel,INCOME,3,254.29,6,1
93025.12,Bills,EXPENSE,14,824.55,6,1
10821.19,Bills,EXPENSE,20,837.47,18,1
89180.85,Bills,EXPENSE,15,4.34,1,1
43309.4,Entertainment,INCOME,16,781.08,5,1
17406.34,Other,EXPENSE,3,387.41,19,1
32218.28,Bills,INCOME,19,915.91,7,1
96361.17,Shopping,INCOME,4,138.18,19,1
74855.27,Shopping,INCOME,22,736.82,17,1
20128.86,Entertainment,INCOME,21,345.29,4,0
65026.13,Travel,INCOME,22,115.41,11,1
58301.49,Salary,INCOME,21,747.87,17,1
84737.74,Other,EXPENSE,16,106.47,12,1
67041.91,Travel,INCOME,5,983.53,8,1
6250.18,Other,INCOME,6,753.59,1,1
45286.82,Entertainment,EXPENSE,23,647.12,12,0
78441.5,Other,INCOME,22,664.49,12,1
95672.36,Salary,INCOME,17,53.8,8,1
86891.55,Other,INCOME,7,911.49,20,1
58859.11,Salary,EXPENSE,23,964.29,9,1
98346.16,Food,EXPENSE,5,735.08,3,1
42879.36,Entertainment,INCOME,4,160.93,8,1
46659.82,Travel,EXPENSE,4,928.63,19,1
93241.57,Entertainment,INCOME,15,789.91,17,1
78413.94,Shopping,EXPENSE,5,520.61,16,1
54330.86,Bills,EXPENSE,11,221.2,6,1
33140.1,Shopping,EXPENSE,19,530.5,17,1
98114.26,Food,EXPENSE,21,346.01,7,1
61389.42,Entertainment,EXPENSE,1,682.55,10,1
79630.85,Food,INCOME,8,540.24,9,1
51710.94,Other,INCOME,16,802.82,14,1
29678.58,Salary,EXPENSE,10,513.89,3,0
95629.81,Entertainment,EXPENSE,20,65.47,20,1
86501.84,Bills,EXPENSE,6,537.75,13,1
93978.12,Salary,EXPENSE,0,459.23,10,1
7371.14,Travel,INCOME,17,70.44,7,0
40792.9,Bills,INCOME,13,316.4,12,0
53506.7,Salary,EXPENSE,23,585.61,2,1
50308.55,Shopping,INCOME,19,86.51,14,1
82221.13,Food,INCOME,5,533.47,4,1
79687.21,Other,INCOME,20,144.08,20,1
94949.04,Entertainment,EXPENSE,3,41.77,18,1
53738.35,Food,INCOME,6,748.3,11,1
90567.52,Other,EXPENSE,5,183.99,19,1
19472.91,Travel,EXPENSE,17,461.27,17,0
67184.94,Shopping,EXPENSE,6,725.59,15,1
35745.98,Salary,EXPENSE,3,285.14,2,1
31812.7,Bills,INCOME,19,659.42,18,0
56707.85,Other,INCOME,13,168.64,10,1
22191.49,Salary,INCOME,8,840.11,4,1
33189.72,Bills,INCOME,14,358.74,9,0
10927.82,Salary,EXPENSE,8,858.71,4,1
19683.37,Salary,EXPENSE,23,75.4,0,0
63181.07,Other,INCOME,18,212.76,1,1
54369.76,Entertainment,INCOME,20,775.2,11,1
89149.18,Entertainment,INCOME,4,464.7,16,1
36418.36,Food,EXPENSE,19,684.16,16,0
15964.28,Entertainment,EXPENSE,23,732.0,11,1
76159.16,Travel,EXPENSE,8,369.44,1,1
51812.63,Other,INCOME,12,469.67,14,1
4038.47,Salary,INCOME,3,703.74,16,1
27385.86,Salary,INCOME,18,544.35,5,0
37882.93,Entertainment,EXPENSE,16,251.59,7,0
35322.16,Other,INCOME,15,792.66,19,1
88209.32,Bills,EXPENSE,7,77.09,20,1
15066.53,Travel,INCOME,19,717.3,3,1
41490.64,Shopping,EXPENSE,15,675.23,15,1
16166.56,Other,INCOME,0,243.67,4,1
16154.86,Salary,EXPENSE,18,146.87,5,0
18044.75,Bills,EXPENSE,23,727.97,9,1
21698.51,Entertainment,INCOME,15,170.57,13,0
79471.88,Other,EXPENSE,19,659.65,8,1
68574.84,Bills,EXPENSE,7,378.21,4,1
20274.74,Other,INCOME,4,605.51,5,1
61494.08,Food,EXPENSE,2,482.24,4,1
53951.63,Food,INCOME,16,420.68,1,1
42924.18,Other,INCOME,12,350.52,18,0
13431.62,Bills,EXPENSE,2,283.27,17,1
18942.65,Salary,EXPENSE,18,522.54,16,1
65471.88,Salary,INCOME,13,362.27,4,1
58557.75,Shopping,INCOME,18,365.64,8,1
39775.54,Travel,INCOME,17,783.79,15,1
55931.43,Bills,INCOME,9,577.65,12,1
85507.14,Salary,EXPENSE,23,229.77,5,1
50858.94,Other,INCOME,17,614.03,1,1
96458.8,Food,EXPENSE,4,471.67,19,1
6454.84,Travel,INCOME,2,609.03,12,1
40094.45,Salary,INCOME,22,963.53,1,1
82031.86,Salary,INCOME,14,10.71,16,1
3409.25,Entertainment,EXPENSE,19,169.48,1,0
65519.16,Travel,EXPENSE,8,779.67,11,1
40574.82,Travel,EXPENSE,23,703.62,2,1
72627.56,Entertainment,INCOME,11,963.29,8,1
96307.56,Bills,INCOME,18,4.65,5,1
10691.17,Food,INCOME,10,947.02,16,1
87617.5,Other,INCOME,22,442.77,12,1
77008.22,Other,INCOME,14,681.59,18,1
48222.92,Shopping,EXPENSE,12,633.66,7,1
23031.52,Shopping,INCOME,11,516.5,0,1
26371.8,Shopping,EXPENSE,12,673.7,10,0
93143.05,Bills,INCOME,11,218.57,18,1
94714.46,Salary,EXPENSE,15,737.11,7,1
87280.61,Travel,EXPENSE,6,834.94,19,1
77904.9,Food,EXPENSE,21,955.78,15,1
76436.21,Entertainment,EXPENSE,15,371.2,10,1
98536.86,Entertainment,INCOME,15,182.87,16,1
22248.17,Entertainment,EXPENSE,1,525.74,13,1
54099.76,Entertainment,INCOME,12,860.4,5,1
12080.8,Entertainment,INCOME,10,689.21,0,0
37973.83,Food,INCOME,11,612.78,8,0
26321.76,Shopping,INCOME,19,343.1,5,0
21092.72,Salary,INCOME,11,854.33,8,1
57162.4,Entertainment,EXPENSE,3,720.82,7,1
85638.06,Travel,EXPENSE,23,149.55,0,1
49984.8,Other,INCOME,15,300.03,17,0
4818.54,Food,EXPENSE,1,215.47,8,1
63004.73,Bills,INCOME,8,360.96,17,1
81011.09,Shopping,EXPENSE,13,121.24,19,1
57610.65,Salary,EXPENSE,9,355.11,16,1
73665.79,Food,INCOME,19,286.52,20,1
86832.35,Salary,INCOME,13,631.27,18,1
90711.95,Food,EXPENSE,10,228.22,10,1
71057.83,Entertainment,INCOME,8,887.69,11,1
52117.52,Bills,INCOME,5,183.89,0,1
23500.99,Shopping,EXPENSE,6,166.91,3,0
93682.53,Bills,EXPENSE,0,770.93,16,1
8370.96,Shopping,EXPENSE,2,654.83,12,1
24777.28,Shopping,INCOME,20,126.41,16,0
2905.7,Salary,INCOME,10,864.24,14,1
54081.39,Shopping,INCOME,4,969.54,17,1
59778.54,Salary,INCOME,16,639.79,17,1
34749.47,Entertainment,EXPENSE,2,441.86,11,1
15613.97,Food,EXPENSE,16,815.38,4,1
46946.34,Food,INCOME,15,299.61,13,0
59720.53,Other,EXPENSE,17,373.64,13,1
43738.78,Travel,EXPENSE,22,737.12,12,1
22098.21,Food,INCOME,20,239.56,19,0
68479.8,Shopping,INCOME,13,188.0,2,1
28995.05,Salary,INCOME,19,452.77,19,0
32098.34,Travel,EXPENSE,17,22.13,3,0
12547.67,Bills,EXPENSE,7,90.2,0,0
34224.19,Shopping,INCOME,11,463.68,1,1
84362.45,Travel,EXPENSE,8,775.65,2,1
18201.29,Other,INCOME,12,828.25,3,1
71482.52,Bills,INCOME,7,737.62,1,1
73545.51,Food,EXPENSE,15,389.12,9,1
15903.21,Salary,EXPENSE,23,937.42,16,1
48148.9,Shopping,EXPENSE,11,887.52,6,1
23634.79,Bills,INCOME,0,167.36,8,1
39611.04,Travel,EXPENSE,1,581.08,15,1
15541.44,Other,EXPENSE,7,157.7,2,0
33875.29,Other,EXPENSE,1,355.52,4,1
79157.05,Travel,INCOME,7,316.74,17,1
75681.92,Other,INCOME,23,192.97,12,1
13516.48,Food,INCOME,22,437.5,9,0
49034.69,Entertainment,EXPENSE,17,347.66,14,0
83143.39,Other,EXPENSE,2,531.14,14,1
26371.76,Shopping,INCOME,0,775.92,16,1
18594.15,Food,INCOME,19,238.79,2,0
53918.7,Bills,EXPENSE,16,683.22,17,1
28348.75,Bills,INCOME,3,96.26,2,1
93783.06,Travel,EXPENSE,6,107.06,6,1
57122.67,Other,INCOME,21,489.91,19,1
25631.06,Shopping,EXPENSE,19,717.85,0,1
20913.37,Bills,EXPENSE,14,801.02,1,1
74360.57,Bills,INCOME,22,58.3,19,1
4113.28,Food,INCOME,2,944.6,16,1
72530.93,Entertainment,INCOME,6,193.12,7,1
94752.96,Entertainment,INCOME,23,105.51,20,1
67465.53,Salary,INCOME,3,166.81,5,1
50494.04,Salary,EXPENSE,17,998.43,14,1
90253.37,Entertainment,INCOME,11,412.34,20,1
72600.47,Entertainment,EXPENSE,18,545.63,12,1
92618.38,Shopping,INCOME,14,447.5,12,1
3514.56,Shopping,EXPENSE,16,135.09,9,1
98440.22,Travel,INCOME,0,771.52,8,1
51151.59,Entertainment,EXPENSE,3,37.74,11,1
26535.57,Entertainment,EXPENSE,7,256.24,9,0
40009.83,Travel,EXPENSE,23,324.69,15,0
82579.24,Salary,EXPENSE,19,642.25,1,1
57649.56,Food,EXPENSE,10,347.93,13,1
86789.72,Other,EXPENSE,23,652.78,19,1
63407.02,Salary,INCOME,1,304.78,1,1
56513.04,Shopping,EXPENSE,4,50.52,12,1
75296.38,Entertainment,EXPENSE,7,431.94,12,1
33650.01,Bills,EXPENSE,17,399.19,2,0
43477.39,Salary,EXPENSE,4,480.92,6,1
65242.23,Travel,EXPENSE,7,71.64,13,1
92417.6,Food,EXPENSE,21,413.58,11,1
32107.8,Entertainment,EXPENSE,9,169.26,11,0
99016.41,Bills,EXPENSE,14,44.88,7,1
37413.39,Other,EXPENSE,3,739.58,7,1
92676.63,Other,INCOME,0,343.27,3,1
47145.47,Shopping,EXPENSE,23,538.01,6,1
75048.0,Entertainment,INCOME,19,729.92,4,1
66842.65,Bills,EXPENSE,8,170.32,9,1
69667.84,Shopping,EXPENSE,14,654.76,0,1
66054.26,Salary,INCOME,3,19.08,20,1
97980.3,Entertainment,EXPENSE,10,484.66,19,1
18682.42,Entertainment,INCOME,17,926.35,0,1
92230.9,Shopping,INCOME,15,393.4,5,1
68446.92,Shopping,INCOME,7,995.99,16,1
6247.87,Shopping,INCOME,0,944.14,8,1
34211.53,Bills,EXPENSE,2,729.89,16,1
61264.22,Salary,EXPENSE,13,240.36,4,1
31272.66,Entertainment,INCOME,14,542.23,6,0
58124.02,Salary,EXPENSE,4,309.0,16,1
43034.93,Other,EXPENSE,20,933.03,5,1
55756.16,Salary,EXPENSE,5,317.6,4,1
76555.23,Bills,INCOME,9,443.0,20,1
27415.93,Other,EXPENSE,3,131.55,0,1
61217.56,Shopping,EXPENSE,19,232.18,0,1
68829.72,Bills,EXPENSE,16,846.14,15,1
37427.24,Other,INCOME,15,473.85,5,0
3271.34,Other,EXPENSE,8,950.2,7,1
98824.93,Other,EXPENSE,2,177.08,14,1
49019.79,Shopping,INCOME,7,427.56,1,1
82441.64,Salary,INCOME,12,611.5,18,1
52546.79,Salary,EXPENSE,16,109.32,14,1
4289.47,Travel,INCOME,23,39.25,12,0
63083.32,Food,EXPENSE,9,439.55,9,1
28627.16,Travel,INCOME,9,613.13,1,0
90372.38,Bills,INCOME,2,722.65,3,1
58565.5,Salary,EXPENSE,12,413.56,14,1
45395.39,Salary,EXPENSE,14,90.18,10,0
90720.89,Other,EXPENSE,22,733.26,2,1
44967.37,Shopping,EXPENSE,16,707.28,16,1
16031.97,Entertainment,INCOME,1,768.26,10,1
65970.06,Travel,EXPENSE,4,178.87,1,1
30986.35,Other,INCOME,9,626.45,3,0
96045.37,Food,INCOME,0,458.64,15,1
624.77,Bills,EXPENSE,6,588.86,15,0
44215.44,Entertainment,EXPENSE,7,882.17,8,1
55776.99,Other,EXPENSE,1,184.84,1,1
3720.27,Other,EXPENSE,21,578.09,19,0
92042.45,Food,EXPENSE,13,993.74,5,1
61128.42,Salary,EXPENSE,14,749.33,11,1
9357.97,Shopping,INCOME,11,897.53,2,1
84338.8,Food,INCOME,15,134.55,8,1
41405.1,Travel,EXPENSE,19,58.18,18,0
62916.41,Food,INCOME,23,688.65,9,1
84787.41,Shopping,INCOME,4,614.29,15,1
63204.17,Bills,EXPENSE,19,232.72,9,1
208.01,Food,INCOME,20,796.73,6,1
99898.75,Bills,EXPENSE,10,349.65,20,1
64079.8,Salary,INCOME,8,790.2,9,1
55021.86,Other,EXPENSE,3,685.84,10,1
56913.71,Food,EXPENSE,6,330.51,10,1
47936.87,Bills,EXPENSE,20,135.75,4,0
89211.23,Entertainment,INCOME,14,783.99,13,1
5649.43,Entertainment,INCOME,18,724.96,10,1
1920.91,Entertainment,INCOME,11,66.21,4,0
3165.76,Bills,EXPENSE,18,605.69,5,0
86466.14,Other,INCOME,22,857.82,1,1
8725.44,Travel,INCOME,14,829.46,9,1
30266.71,Food,INCOME,1,777.79,2,1
2542.23,Bills,EXPENSE,6,340.12,15,0
52386.61,Other,INCOME,4,769.48,3,1
93805.48,Salary,EXPENSE,6,724.57,14,1
86487.78,Food,EXPENSE,9,932.34,19,1
33362.31,Food,EXPENSE,16,766.18,9,1
75861.46,Salary,EXPENSE,10,200.56,9,1
31949.02,Bills,EXPENSE,8,149.32,8,0
95831.89,Entertainment,EXPENSE,6,542.53,17,1
14198.61,Salary,INCOME,18,244.83,2,0
89229.7,Entertainment,INCOME,1,130.07,15,1
5093.08,Bills,EXPENSE,2,426.47,5,1
89133.03,Salary,INCOME,19,355.62,10,1
71304.22,Salary,EXPENSE,14,567.79,2,1
91972.92,Bills,EXPENSE,14,310.39,20,1
46566.39,Travel,EXPENSE,4,861.1,19,1
36376.76,Travel,INCOME,10,453.28,0,1
11333.06,Bills,INCOME,5,282.26,11,0
12783.03,Food,INCOME,22,796.76,10,1
7138.85,Shopping,INCOME,12,590.54,7,0
54817.5,Bills,INCOME,2,340.71,18,1
98021.51,Entertainment,INCOME,17,694.13,5,1
7835.55,Salary,INCOME,3,592.16,14,1
9810.51,Bills,EXPENSE,9,955.88,2,1
68566.59,Entertainment,INCOME,10,494.3,1,1
81712.51,Entertainment,EXPENSE,4,660.88,14,1
39028.77,Entertainment,INCOME,6,205.66,10,0
79444.95,Salary,INCOME,13,717.79,11,1
58293.56,Entertainment,INCOME,4,852.51,1,1
54911.07,Food,EXPENSE,22,560.03,11,1
28256.81,Food,EXPENSE,13,702.22,12,1
71191.78,Bills,INCOME,13,545.12,5,1
18863.27,Bills,INCOME,13,154.27,4,0
7221.01,Food,EXPENSE,23,884.89,13,1
13620.79,Travel,INCOME,14,893.58,19,1
62343.69,Bills,INCOME,17,820.07,12,1
18619.81,Entertainment,EXPENSE,18,498.16,7,0
26961.58,Entertainment,INCOME,1,978.23,18,1
36889.43,Entertainment,INCOME,22,80.06,16,0
98367.65,Other,INCOME,14,516.95,16,1
8890.21,Bills,EXPENSE,21,633.69,18,0
5324.79,Shopping,EXPENSE,15,454.03,15,0
33184.82,Shopping,INCOME,9,167.51,19,1
72710.82,Entertainment,INCOME,1,629.3,18,1
5209.41,Shopping,EXPENSE,9,484.76,4,0
85151.95,Shopping,INCOME,4,615.8,8,1
1469.59,Food,EXPENSE,18,738.97,14,1
17581.17,Other,EXPENSE,15,180.81,16,0
34317.66,Food,EXPENSE,19,933.94,4,1
75288.49,Bills,INCOME,7,660.67,20,1
57796.85,Other,INCOME,1,642.26,3,1
46428.29,Bills,INCOME,15,746.15,17,1
68366.82,Bills,INCOME,8,145.15,13,1
92725.89,Bills,INCOME,21,315.69,16,1
4149.71,Entertainment,INCOME,13,610.49,20,0
33529.99,Shopping,EXPENSE,8,654.34,12,1
67545.35,Travel,EXPENSE,16,337.41,5,1
1107.27,Food,EXPENSE,0,411.25,16,1
44621.92,Travel,INCOME,8,193.08,0,1
5735.35,Entertainment,EXPENSE,19,638.08,3,0
60488.34,Bills,EXPENSE,3,695.65,8,1
66064.76,Food,INCOME,8,769.36,10,1
78084.09,Shopping,EXPENSE,12,388.59,1,1
81289.45,Travel,INCOME,2,491.72,6,1
17885.29,Bills,EXPENSE,4,540.63,13,1
64351.65,Bills,INCOME,3,34.86,2,1
25097.11,Bills,EXPENSE,15,148.85,20,1
3831.67,Bills,INCOME,4,700.06,12,1
51562.53,Other,INCOME,15,436.06,2,1
380.57,Salary,INCOME,3,567.24,11,1
30317.67,Food,EXPENSE,11,534.63,10,0
45990.95,Other,INCOME,20,203.12,17,0
38447.16,Travel,INCOME,22,390.1,3,0
35958.15,Food,INCOME,23,189.46,1,0
71987.92,Entertainment,EXPENSE,15,388.77,17,1
49993.43,Other,INCOME,0,37.04,1,1
72115.15,Bills,EXPENSE,6,807.1,16,1
67823.88,Other,EXPENSE,23,579.35,2,1
14201.97,Salary,EXPENSE,15,907.18,19,1
70144.62,Travel,EXPENSE,5,632.66,9,1
9774.36,Entertainment,EXPENSE,18,63.96,3,0
59517.99,Entertainment,EXPENSE,2,804.45,13,1
83597.8,Salary,INCOME,10,120.8,18,1
32192.91,Other,EXPENSE,1,593.09,10,1
27425.64,Other,INCOME,5,696.3,17,0
24402.28,Entertainment,EXPENSE,4,99.97,20,1
77777.28,Food,INCOME,2,6.35,5,1
70688.79,Entertainment,INCOME,13,693.5,15,1
20655.71,Salary,INCOME,16,450.42,7,0
61073.27,Food,EXPENSE,22,499.89,2,1
78269.17,Shopping,INCOME,0,557.71,6,1
53043.39,Food,INCOME,17,507.54,14,1
65949.75,Shopping,EXPENSE,6,112.68,4,1
96858.96,Bills,INCOME,5,159.76,1,1
36451.1,Travel,INCOME,8,334.29,14,0
74054.67,Entertainment,EXPENSE,5,785.49,15,1
7132.41,Travel,INCOME,18,579.76,13,0
67701.41,Shopping,EXPENSE,3,326.13,3,1
41288.92,Travel,INCOME,7,73.53,18,0
89054.36,Travel,EXPENSE,19,454.99,12,1
45801.13,Travel,INCOME,8,202.21,4,0
56888.15,Shopping,EXPENSE,3,851.65,14,1
76045.94,Travel,INCOME,19,156.79,20,1
90562.53,Entertainment,EXPENSE,2,411.7,16,1
99566.65,Entertainment,INCOME,14,279.17,13,1
24703.08,Shopping,INCOME,18,222.41,18,0
91379.78,Food,INCOME,1,40.06,15,1
50446.42,Bills,INCOME,15,809.72,3,1
24089.12,Entertainment,EXPENSE,22,731.79,6,1
29614.25,Salary,EXPENSE,0,479.78,9,1
45955.32,Entertainment,EXPENSE,14,463.76,4,0
40565.77,Other,INCOME,20,464.3,20,1
62749.14,Bills,INCOME,16,32.71,13,1
69820.6,Entertainment,EXPENSE,21,80.96,10,1
5528.43,Salary,INCOME,1,110.97,11,1
4135.39,Shopping,EXPENSE,20,558.79,2,0
77368.87,Travel,INCOME,7,539.63,20,1
93917.84,Entertainment,EXPENSE,23,760.89,10,1
26772.42,Salary,INCOME,8,54.46,11,0
48648.38,Entertainment,EXPENSE,15,709.83,17,1
45225.24,Shopping,EXPENSE,6,891.9,14,1
39098.72,Travel,INCOME,2,109.36,8,1
14838.01,Travel,EXPENSE,16,952.1,0,1
96958.98,Entertainment,EXPENSE,15,346.7,14,1
2197.16,Travel,EXPENSE,0,871.79,7,1
51986.07,Shopping,INCOME,18,342.79,20,1
48640.53,Salary,INCOME,14,304.08,4,0
30684.18,Other,INCOME,7,484.24,9,0
4779.53,Shopping,INCOME,14,956.21,19,1
71195.63,Shopping,EXPENSE,5,839.33,4,1
11735.89,Shopping,EXPENSE,14,260.41,5,0
70728.08,Salary,INCOME,11,147.94,14,1
16301.63,Shopping,EXPENSE,0,404.56,15,1
94781.52,Shopping,EXPENSE,0,970.15,17,1
33161.5,Salary,INCOME,15,895.98,18,1
79967.64,Salary,INCOME,10,689.15,15,1
13985.36,Entertainment,EXPENSE,9,24.8,19,0
44624.97,Food,INCOME,1,608.15,6,1
22253.28,Other,INCOME,6,22.55,17,0
67722.49,Food,INCOME,6,490.47,19,1
94343.05,Salary,INCOME,12,147.95,13,1
37314.47,Shopping,INCOME,11,308.09,14,1
8805.48,Salary,INCOME,23,992.6,14,1
80576.99,Bills,INCOME,4,835.51,19,1
20817.99,Bills,INCOME,2,933.15,18,1
8890.41,Bills,INCOME,13,174.89,14,0
75536.61,Travel,EXPENSE,5,832.28,9,1
4271.18,Other,INCOME,18,303.91,17,0
22490.8,Other,EXPENSE,4,262.68,20,1
47280.49,Salary,INCOME,13,179.37,20,0
11979.5,Shopping,INCOME,2,598.89,11,1
56579.18,Other,INCOME,20,685.91,3,1
73309.08,Food,INCOME,5,581.65,4,1
87837.81,Travel,INCOME,5,52.89,11,1
91214.86,Shopping,EXPENSE,9,291.66,20,1
51410.96,Other,EXPENSE,3,598.76,5,1
87250.69,Other,INCOME,8,685.44,11,1
58025.66,Other,EXPENSE,0,136.95,9,1
48515.66,Shopping,EXPENSE,3,217.88,16,1
18882.26,Entertainment,EXPENSE,13,460.49,2,0
13166.65,Food,INCOME,11,311.57,11,0
44221.69,Entertainment,INCOME,5,709.89,0,1
11903.76,Travel,EXPENSE,22,226.57,4,0
98111.9,Bills,EXPENSE,2,18.81,15,1
4299.57,Food,EXPENSE,21,513.48,1,0
90857.5,Food,EXPENSE,9,667.59,3,1
92013.8,Travel,EXPENSE,5,670.6,0,1
84593.86,Shopping,INCOME,11,160.56,16,1
61315.0,Entertainment,EXPENSE,3,819.59,0,1
71595.37,Shopping,EXPENSE,17,4.33,3,1
92051.69,Other,INCOME,11,698.13,5,1
95776.89,Travel,INCOME,12,424.09,16,1
11328.91,Shopping,EXPENSE,14,110.32,4,0
36156.98,Shopping,EXPENSE,2,328.12,3,1
45721.73,Salary,INCOME,21,976.18,14,1
40757.86,Other,INCOME,6,856.77,15,1
36775.77,Food,INCOME,21,105.17,14,0
67668.04,Food,EXPENSE,12,400.62,18,1
74156.14,Travel,EXPENSE,11,975.21,10,1
84410.75,Bills,EXPENSE,7,838.11,15,1
71363.71,Entertainment,INCOME,20,943.23,11,1
60336.38,Bills,INCOME,16,278.89,14,1
25106.45,Bills,EXPENSE,20,942.4,0,1
5332.6,Food,INCOME,21,26.75,5,0
67936.48,Travel,INCOME,19,623.23,2,1
52018.89,Bills,INCOME,6,293.56,15,1
26203.44,Shopping,EXPENSE,1,990.71,3,1
31490.19,Bills,INCOME,14,35.98,5,0
86043.05,Shopping,EXPENSE,15,430.68,9,1
48771.12,Food,INCOME,21,553.78,17,0
47617.31,Other,EXPENSE,16,55.74,8,0
97088.53,Entertainment,INCOME,9,320.48,0,1
12863.4,Shopping,INCOME,23,583.97,20,0
9780.14,Shopping,INCOME,13,351.27,7,0
64825.88,Entertainment,EXPENSE,22,65.5,9,1
17019.44,Entertainment,INCOME,1,460.91,13,1
90145.91,Shopping,EXPENSE,22,469.7,0,1
37804.87,Bills,INCOME,18,97.73,15,0
67527.37,Shopping,INCOME,16,811.46,10,1
29987.11,Bills,EXPENSE,15,635.44,2,0
53606.61,Shopping,INCOME,1,297.32,18,1
22627.3,Salary,EXPENSE,22,844.19,3,1
27372.82,Entertainment,INCOME,13,209.74,2,0
30219.61,Other,INCOME,13,663.46,10,0
40259.98,Entertainment,INCOME,21,763.44,5,1
62803.0,Entertainment,EXPENSE,18,499.2,14,1
63810.74,Other,INCOME,18,726.62,1,1
36459.25,Travel,EXPENSE,4,746.43,9,1
41055.51,Other,EXPENSE,20,203.56,13,0
28740.11,Travel,INCOME,21,601.23,12,0
15038.73,Food,EXPENSE,9,464.16,17,0
42230.81,Food,EXPENSE,5,272.71,0,1
80363.64,Salary,EXPENSE,20,852.52,15,1
5579.96,Food,INCOME,19,297.98,2,0
40730.33,Shopping,EXPENSE,12,943.16,4,1
57118.79,Entertainment,EXPENSE,16,664.22,18,1
93158.98,Shopping,INCOME,2,238.08,3,1
31375.36,Other,INCOME,23,743.96,13,1
10726.06,Travel,INCOME,14,408.38,18,0
53370.32,Salary,EXPENSE,10,545.75,15,1
96333.37,Other,EXPENSE,11,475.22,11,1
2156.37,Entertainment,EXPENSE,23,662.22,1,0
78890.83,Travel,INCOME,17,384.69,20,1
36317.37,Other,EXPENSE,17,866.95,14,1
90983.42,Bills,INCOME,9,90.25,7,1
85948.7,Travel,INCOME,20,317.18,20,1
3436.47,Other,EXPENSE,15,471.09,13,0
33305.59,Bills,EXPENSE,5,698.48,16,0
42116.01,Salary,INCOME,14,695.21,1,0
18414.78,Bills,EXPENSE,0,400.66,20,1
57602.14,Food,EXPENSE,7,516.37,20,1
84703.69,Salary,INCOME,10,451.49,4,1
68762.31,Other,INCOME,9,198.66,13,1
39379.74,Bills,EXPENSE,0,948.11,17,1
62681.4,Food,INCOME,6,261.78,5,1
61819.5,Entertainment,INCOME,4,89.06,11,1
56745.93,Food,INCOME,14,827.26,15,1
71370.69,Travel,INCOME,9,746.44,12,1
85640.96,Entertainment,EXPENSE,9,726.71,6,1
40881.98,Travel,EXPENSE,9,976.13,7,1
90737.46,Shopping,INCOME,2,10.32,4,1
97441.2,Bills,EXPENSE,22,383.5,13,1
25659.75,Food,EXPENSE,1,332.86,7,1
35462.45,Entertainment,EXPENSE,0,253.66,19,1
97753.51,Salary,INCOME,4,968.06,17,1
17978.25,Travel,INCOME,10,877.9,4,1
71040.04,Bills,EXPENSE,8,116.84,1,1
49946.1,Other,INCOME,23,360.59,13,0
87699.79,Entertainment,INCOME,16,313.01,5,1
99456.78,Other,EXPENSE,17,853.03,20,1
5369.56,Travel,EXPENSE,7,183.14,15,0
70610.99,Bills,EXPENSE,15,40.79,11,1
56107.41,Bills,INCOME,3,845.84,4,1
9403.11,Other,INCOME,5,834.95,16,1
56346.58,Salary,EXPENSE,18,998.0,0,1
57100.24,Bills,EXPENSE,7,768.25,3,1
2644.92,Salary,EXPENSE,12,373.56,3,0
15419.86,Food,INCOME,22,659.54,14,0
26968.38,Salary,EXPENSE,10,969.77,20,1
45337.54,Salary,EXPENSE,6,863.28,20,1
